Warehouse,Location,Pickable,Sellable,"Pick Priority","Transfer bin",Staging,Quantity,Type
Primary,X1-13-D-P01,No,Yes,99,No,No,809,Pallet
Primary,X1-13-D-P02,No,Yes,99,No,No,1902,Pallet
Primary,X1-14-A-P01,Yes,Yes,99,No,No,11,Pallet
Primary,X1-14-A-P02,No,Yes,99,No,No,48,Pallet
Primary,X1-14-B-P01,No,Yes,99,No,No,131,Pallet
Primary,X1-14-B-P02,No,Yes,99,No,No,206,Pallet
Primary,X1-14-C-P01,No,Yes,99,No,No,41,Pallet
Primary,X1-14-C-P02,No,Yes,99,No,No,184,Pallet
Primary,X1-14-D-P01,No,Yes,99,No,No,149,Pallet
Primary,X1-14-D-P02,No,Yes,99,No,No,19,Pallet
Primary,X1-15-B-P02,No,Yes,99,No,No,1058,Pallet
Primary,X1-15-C-P01,No,Yes,99,No,No,1,Pallet
Primary,X1-15-C-P02,No,Yes,99,No,No,156,Pallet
Primary,X1-15-D-P01,No,Yes,99,No,No,329,Pallet
Primary,X1-15-D-P02,No,Yes,99,No,No,112,Pallet
Primary,X1-16-C-P01,No,Yes,99,No,No,304,Pallet
Primary,X1-16-C-P02,No,Yes,99,No,No,1,Pallet
Primary,X1-16-D-P01,No,Yes,99,No,No,77,Pallet
Primary,X1-16-D-P02,No,Yes,99,No,No,89,Pallet
Primary,X1-17-A-P02,Yes,Yes,99,No,No,672,Pallet
Primary,X1-17-B-P01,No,Yes,99,No,No,225,Pallet
Primary,X1-17-B-P02,No,Yes,99,No,No,307,Pallet
Primary,X1-17-C-P01,No,Yes,99,No,No,36,Pallet
Primary,X1-17-C-P02,No,Yes,99,No,No,142,Pallet
Primary,X1-17-D-P01,No,Yes,99,No,No,24,Pallet
Primary,X1-17-D-P02,No,Yes,99,No,No,20,Pallet
Primary,X1-18-A-P01,Yes,Yes,99,No,No,1994,Pallet
Primary,X1-18-A-P02,Yes,Yes,99,No,No,107,Pallet
Primary,X1-18-B-P01,No,Yes,99,No,No,73,Pallet
Primary,X1-18-B-P02,No,Yes,99,No,No,535,Pallet
Primary,X1-18-C-P01,No,Yes,99,No,No,16,Pallet
Primary,X1-18-C-P02,No,Yes,99,No,No,561,Pallet
Primary,X1-18-D-P01,No,Yes,99,No,No,468,Pallet
Primary,X1-18-D-P02,Yes,Yes,99,No,No,104,Pallet
Primary,X1-19-A-P01,Yes,Yes,99,No,No,32,Pallet
Primary,X1-19-A-P02,Yes,Yes,99,No,No,1331,Pallet
Primary,X1-19-B-P01,No,Yes,99,No,No,172,Pallet
Primary,X1-19-B-P02,No,Yes,99,No,No,284,Pallet
Primary,X1-19-C-P01,No,Yes,99,No,No,42,Pallet
Primary,X1-19-D-P01,No,Yes,99,No,No,257,Pallet
Primary,X1-19-D-P02,No,Yes,99,No,No,150,Pallet
Primary,X1-20-A-P01,Yes,Yes,99,No,No,56,Pallet
Primary,X1-20-A-P02,Yes,Yes,99,No,No,215,Pallet
Primary,X1-20-B-P01,No,Yes,99,No,No,889,Pallet
Primary,X1-20-B-P02,No,Yes,99,No,No,1,Pallet
Primary,X1-20-C-P01,No,Yes,99,No,No,46,Pallet
Primary,X1-20-C-P02,No,Yes,99,No,No,537,Pallet
Primary,X1-20-D-P01,No,Yes,99,No,No,182,Pallet
Primary,X1-20-D-P02,No,Yes,99,No,No,390,Pallet
Primary,X1-21-A-P01,Yes,Yes,99,No,No,15,Pallet
Primary,X1-21-A-P02,Yes,Yes,99,No,No,21,Pallet
Primary,X1-21-B-P01,No,Yes,99,No,No,16,Pallet
Primary,X1-21-B-P02,No,Yes,99,No,No,248,Pallet
Primary,X1-21-C-P01,No,Yes,99,No,No,99,Pallet
Primary,X1-21-C-P02,No,Yes,99,No,No,391,Pallet
Primary,X1-21-D-P01,No,Yes,99,No,No,3,Pallet
Primary,X1-21-D-P02,No,Yes,99,No,No,455,Pallet
Primary,X1-22-A-P01,Yes,Yes,99,No,No,51,Pallet
Primary,X1-22-A-P02,Yes,Yes,99,No,No,77,Pallet
Primary,X1-22-B-P01,No,Yes,99,No,No,24,Pallet
Primary,X1-22-B-P02,No,Yes,99,No,No,984,Pallet
Primary,X1-22-C-P01,No,Yes,99,No,No,671,Pallet
Primary,X1-22-C-P02,No,Yes,99,No,No,141,Pallet
Primary,X1-22-D-P01,No,Yes,99,No,No,42,Pallet
Primary,X1-22-D-P02,No,Yes,99,No,No,56,Pallet
Primary,X1-23-A-P01,Yes,Yes,99,No,No,15,Pallet
Primary,X1-23-A-P02,Yes,Yes,99,No,No,293,Pallet
Primary,X1-23-B-P01,No,Yes,99,No,No,603,Pallet
Primary,X1-23-B-P02,No,Yes,99,No,No,104,Pallet
Primary,X1-23-C-P01,No,Yes,99,No,No,103,Pallet
Primary,X1-23-C-P02,No,Yes,99,No,No,141,Pallet
Primary,X1-23-D-P02,No,Yes,99,No,No,108,Pallet
Primary,X1-24-A-P01,Yes,Yes,99,No,No,317,Pallet
Primary,X1-24-A-P02,Yes,Yes,99,No,No,23,Pallet
Primary,X1-24-B-P01,No,Yes,99,No,No,44,Pallet
Primary,X1-24-B-P02,No,Yes,99,No,No,91,Pallet
Primary,X1-24-C-P01,No,Yes,99,No,No,125,Pallet
Primary,X1-24-C-P02,No,Yes,99,No,No,788,Pallet
Primary,X1-24-D-P01,No,Yes,99,No,No,144,Pallet
Primary,X1-24-D-P02,No,Yes,99,No,No,118,Pallet
Primary,X1-25-A-P01,Yes,Yes,99,No,No,202,Pallet
Primary,X1-25-A-P02,Yes,Yes,99,No,No,116,Pallet
Primary,X1-25-B-P01,No,Yes,99,No,No,210,Pallet
Primary,X1-25-B-P02,No,Yes,99,No,No,11,Pallet
Primary,X1-25-C-P01,No,Yes,99,No,No,105,Pallet
Primary,X1-25-C-P02,No,Yes,99,No,No,67,Pallet
Primary,X1-25-D-P01,No,Yes,99,No,No,229,Pallet
Primary,X1-25-D-P02,No,Yes,99,No,No,235,Pallet
Primary,X1-26-A-P01,Yes,Yes,99,No,No,6,Pallet
Primary,X1-26-A-P02,Yes,Yes,99,No,No,361,Pallet
Primary,X1-26-B-P01,No,Yes,99,No,No,35,Pallet
Primary,X1-26-B-P02,No,Yes,99,No,No,200,Pallet
Primary,X1-26-C-P01,No,Yes,99,No,No,81,Pallet
Primary,X1-26-C-P02,No,Yes,99,No,No,11,Pallet
Primary,X1-26-D-P01,No,Yes,99,No,No,300,Pallet
Primary,X1-26-D-P02,No,Yes,99,No,No,690,Pallet
Primary,X1-27-A-P01,Yes,Yes,1,No,No,3,Pallet
Primary,X1-27-B-P01,No,Yes,1,No,No,200,Pallet
Primary,X1-27-B-P02,No,Yes,1,No,No,344,Pallet
Primary,X1-27-C-P01,No,Yes,1,No,No,9,Pallet
Primary,X1-27-C-P02,No,Yes,1,No,No,4,Pallet
Primary,X1-27-D-P01,No,Yes,1,No,No,9,Pallet
Primary,X2-01-A-P01,Yes,Yes,99,No,No,319,Pallet
Primary,X2-01-A-P02,Yes,Yes,99,No,No,55,Pallet
Primary,X2-01-B-P01,No,Yes,99,No,No,2338,Pallet
Primary,X2-01-B-P02,No,Yes,99,No,No,2225,Pallet
Primary,X2-01-C-P01,No,Yes,99,No,No,277,Pallet
Primary,X2-01-C-P02,No,Yes,99,No,No,176,Pallet
Primary,X2-01-D-P02,No,Yes,99,No,No,1,Pallet
Primary,X2-02-A-P01,Yes,Yes,99,No,No,138,Pallet
Primary,X2-02-A-P02,Yes,Yes,99,No,No,133,Pallet
Primary,X2-02-B-P01,No,Yes,99,No,No,57,Pallet
Primary,X2-02-B-P02,No,Yes,99,No,No,2420,Pallet
Primary,X2-02-C-P01,No,Yes,99,No,No,1,Pallet
Primary,X2-02-C-P02,No,Yes,99,No,No,192,Pallet
Primary,X2-02-D-P01,No,Yes,99,No,No,1279,Pallet
Primary,X2-02-D-P02,No,Yes,99,No,No,2,Pallet
Primary,X2-03-A-P01,Yes,Yes,99,No,No,9,Pallet
Primary,X2-03-A-P02,Yes,Yes,99,No,No,118,Pallet
Primary,X2-03-B-P01,No,Yes,99,No,No,2340,Pallet
Primary,X2-03-B-P02,Yes,Yes,99,No,No,106,Pallet
Primary,X2-03-C-P01,No,Yes,99,No,No,513,Pallet
Primary,X2-03-C-P02,No,Yes,99,No,No,172,Pallet
Primary,X2-03-D-P01,No,Yes,99,No,No,1,Pallet
Primary,X2-03-D-P02,No,Yes,99,No,No,37,Pallet
Primary,X2-04-A-P01,Yes,Yes,99,No,No,121,Pallet
Primary,X2-04-A-P02,Yes,Yes,99,No,No,587,Pallet
Primary,X2-04-B-P01,No,Yes,99,No,No,180,Pallet
Primary,X2-04-B-P02,No,Yes,99,No,No,2047,Pallet
Primary,X2-04-C-P01,No,Yes,99,No,No,13,Pallet
Primary,X2-04-C-P02,No,Yes,99,No,No,318,Pallet
Primary,X2-04-D-P01,No,Yes,99,No,No,1700,Pallet
Primary,X2-04-D-P02,No,Yes,99,No,No,756,Pallet
Primary,X2-05-A-P01,Yes,Yes,99,No,No,270,Pallet
Primary,X2-05-A-P02,Yes,Yes,99,No,No,159,Pallet
Primary,X2-05-B-P01,No,Yes,99,No,No,2319,Pallet
Primary,X2-05-B-P02,No,Yes,99,No,No,710,Pallet
Primary,X2-05-C-P01,No,Yes,99,No,No,95,Pallet
Primary,X2-05-D-P01,No,Yes,99,No,No,36,Pallet
Primary,X2-06-A-P01,Yes,Yes,99,No,No,188,Pallet
Primary,X2-06-A-P02,Yes,Yes,99,No,No,558,Pallet
Primary,X2-06-B-P01,No,Yes,99,No,No,1437,Pallet
Primary,X2-06-B-P02,No,Yes,99,No,No,137,Pallet
Primary,X2-06-C-P01,No,Yes,99,No,No,128,Pallet
Primary,X2-06-C-P02,No,Yes,99,No,No,17,Pallet
Primary,X2-06-D-P01,No,Yes,99,No,No,773,Pallet
Primary,X2-06-D-P02,No,Yes,99,No,No,58,Pallet
Primary,X2-07-A-P01,No,Yes,99,No,No,88,Pallet
Primary,X2-07-A-P02,Yes,Yes,99,No,No,5852,Pallet
Primary,X2-07-B-P01,No,Yes,99,No,No,66,Pallet
Primary,X2-07-B-P02,No,Yes,99,No,No,28,Pallet
Primary,X2-07-C-P01,No,Yes,99,No,No,52,Pallet
Primary,X2-07-C-P02,No,Yes,99,No,No,132,Pallet
Primary,X2-07-D-P01,No,Yes,99,No,No,130,Pallet
Primary,X2-07-D-P02,No,Yes,99,No,No,1,Pallet
Primary,X2-08-A-P01,Yes,Yes,99,No,No,130,Pallet
Primary,X2-08-A-P02,Yes,Yes,99,No,No,74,Pallet
Primary,X2-08-B-P01,No,Yes,99,No,No,34,Pallet
Primary,X2-08-B-P02,No,Yes,99,No,No,7,Pallet
Primary,X2-08-C-P01,No,Yes,99,No,No,1,Pallet
Primary,X2-08-C-P02,No,Yes,99,No,No,9,Pallet
Primary,X2-08-D-P01,No,Yes,99,No,No,1,Pallet
Primary,X2-08-D-P02,No,Yes,99,No,No,130,Pallet
Primary,X2-09-A-P01,Yes,Yes,99,No,No,149,Pallet
Primary,X2-09-A-P02,Yes,Yes,99,No,No,105,Pallet
Primary,X2-09-B-P01,Yes,Yes,99,No,No,298,Pallet
Primary,X2-09-B-P02,No,Yes,99,No,No,80,Pallet
Primary,X2-09-C-P01,No,Yes,99,No,No,33,Pallet
Primary,X2-09-C-P02,No,Yes,99,No,No,365,Pallet
Primary,X2-09-D-P01,No,Yes,99,No,No,18,Pallet
Primary,X2-09-D-P02,No,Yes,99,No,No,1390,Pallet
Primary,X2-10-A-P01,Yes,Yes,99,No,No,161,Pallet
Primary,X2-10-A-P02,Yes,Yes,99,No,No,305,Pallet
Primary,X2-10-B-P01,No,Yes,99,No,No,157,Pallet
Primary,X2-10-B-P02,No,Yes,99,No,No,107,Pallet
Primary,X2-10-C-P01,No,Yes,99,No,No,156,Pallet
Primary,X2-10-C-P02,Yes,Yes,99,No,No,3000,Pallet
Primary,X2-10-D-P01,No,Yes,99,No,No,302,Pallet
Primary,X2-10-D-P02,No,Yes,99,No,No,459,Pallet
Primary,X2-11-A-P01,Yes,Yes,99,No,No,1172,Pallet
Primary,X2-11-A-P02,Yes,Yes,99,No,No,19,Pallet
Primary,X2-11-B-P01,No,Yes,99,No,No,245,Pallet
Primary,X2-11-B-P02,No,Yes,99,No,No,67,Pallet
Primary,X2-11-C-P01,No,Yes,99,No,No,111,Pallet
Primary,X2-11-C-P02,No,Yes,99,No,No,24,Pallet
Primary,X2-11-D-P02,No,Yes,99,No,No,174,Pallet
Primary,X2-12-A-P01,Yes,Yes,99,No,No,808,Pallet
Primary,X2-12-A-P02,Yes,Yes,99,No,No,540,Pallet
Primary,X2-12-B-P02,No,Yes,99,No,No,38,Pallet
Primary,X2-12-C-P01,No,Yes,99,No,No,76,Pallet
Primary,X2-12-C-P02,No,Yes,99,No,No,62,Pallet
Primary,X2-12-D-P01,No,Yes,99,No,No,3574,Pallet
Primary,X2-12-D-P02,No,Yes,99,No,No,77,Pallet
Primary,X2-13-A-P01,Yes,Yes,99,No,No,2926,Pallet
Primary,X2-13-A-P02,Yes,Yes,99,No,No,56,Pallet
Primary,X2-13-B-P01,No,Yes,99,No,No,208,Pallet
Primary,X2-13-B-P02,No,Yes,99,No,No,105,Pallet
Primary,X2-13-C-P01,No,Yes,99,No,No,11,Pallet
Primary,X2-13-C-P02,No,Yes,99,No,No,1,Pallet
Primary,X2-13-D-P01,No,Yes,99,No,No,358,Pallet
Primary,X2-13-D-P02,No,Yes,99,No,No,947,Pallet
Primary,X2-14-A-P01,Yes,Yes,99,No,No,845,Pallet
Primary,X2-14-A-P02,Yes,Yes,99,No,No,13,Pallet
Primary,X2-14-B-P01,No,Yes,99,No,No,134,Pallet
Primary,X2-14-B-P02,No,Yes,99,No,No,23,Pallet
Primary,X2-14-C-P01,No,Yes,99,No,No,180,Pallet
Primary,X2-14-C-P02,No,Yes,99,No,No,38,Pallet
Primary,X2-14-D-P01,No,Yes,99,No,No,95,Pallet
Primary,X2-14-D-P02,No,Yes,99,No,No,18,Pallet
Primary,X2-15-A-P01,Yes,Yes,99,No,No,930,Pallet
Primary,X2-15-A-P02,Yes,Yes,99,No,No,10,Pallet
Primary,X2-15-B-P01,No,Yes,99,No,No,1,Pallet
Primary,X2-15-B-P02,No,Yes,99,No,No,23,Pallet
Primary,X2-15-C-P01,No,Yes,99,No,No,29,Pallet
Primary,X2-15-C-P02,No,Yes,99,No,No,1057,Pallet
Primary,X2-15-D-P01,No,Yes,99,No,No,346,Pallet
Primary,X2-15-D-P02,No,Yes,99,No,No,129,Pallet
Primary,X2-16-A-P01,Yes,Yes,99,No,No,35,Pallet
Primary,X2-16-A-P02,Yes,Yes,99,No,No,37,Pallet
Primary,X2-16-B-P01,Yes,Yes,99,No,No,282,Pallet
Primary,X2-16-B-P02,No,Yes,99,No,No,454,Pallet
Primary,X2-16-C-P01,No,Yes,99,No,No,25,Pallet
Primary,X2-16-C-P02,No,Yes,99,No,No,48,Pallet
Primary,X2-16-D-P01,No,Yes,99,No,No,3504,Pallet
Primary,X2-16-D-P02,No,Yes,99,No,No,38,Pallet
Primary,X2-17-A-P01,Yes,Yes,99,No,No,17,Pallet
Primary,X2-17-A-P02,Yes,Yes,99,No,No,1,Pallet
Primary,X2-17-B-P01,No,Yes,99,No,No,92,Pallet
Primary,X2-17-B-P02,No,Yes,99,No,No,1,Pallet
Primary,X2-17-C-P01,No,Yes,99,No,No,150,Pallet
Primary,X2-17-C-P02,No,Yes,99,No,No,182,Pallet
Primary,X2-17-D-P01,No,Yes,99,No,No,72,Pallet
Primary,X2-17-D-P02,No,Yes,99,No,No,698,Pallet
Primary,X2-18-A-P01,Yes,Yes,99,No,No,1840,Pallet
Primary,X2-18-A-P02,Yes,Yes,99,No,No,575,Pallet
Primary,X2-18-B-P01,No,Yes,99,No,No,163,Pallet
Primary,X2-18-B-P02,No,Yes,99,No,No,67,Pallet
Primary,X2-18-C-P01,No,Yes,99,No,No,183,Pallet
Primary,X2-18-C-P02,No,Yes,99,No,No,22,Pallet
Primary,X2-18-D-P01,No,Yes,99,No,No,711,Pallet
Primary,X2-18-D-P02,No,Yes,99,No,No,297,Pallet
Primary,X2-19-A-P01,Yes,Yes,99,No,No,189,Pallet
Primary,X2-19-A-P02,Yes,Yes,99,No,No,2277,Pallet
Primary,X2-19-B-P01,No,Yes,99,No,No,799,Pallet
Primary,X2-19-B-P02,No,Yes,99,No,No,57,Pallet
Primary,X2-19-C-P01,No,Yes,99,No,No,6,Pallet
Primary,X2-19-C-P02,No,Yes,99,No,No,379,Pallet
Primary,X2-19-D-P01,No,Yes,99,No,No,17,Pallet
Primary,X2-19-D-P02,No,Yes,99,No,No,872,Pallet
Primary,X2-20-A-P01,Yes,Yes,99,No,No,21,Pallet
Primary,X2-20-A-P02,Yes,Yes,99,No,No,39,Pallet
Primary,X2-20-B-P01,No,Yes,99,No,No,32,Pallet
Primary,X2-20-B-P02,No,Yes,99,No,No,2802,Pallet
Primary,X2-20-C-P02,No,Yes,99,No,No,156,Pallet
Primary,X2-20-D-P01,No,Yes,99,No,No,450,Pallet
Primary,X2-20-D-P02,No,Yes,99,No,No,7,Pallet
Primary,X2-21-A-P01,Yes,Yes,99,No,No,106,Pallet
Primary,X2-21-A-P02,Yes,Yes,99,No,No,5,Pallet
Primary,X2-21-B-P01,No,Yes,99,No,No,17,Pallet
Primary,X2-21-B-P02,No,Yes,99,No,No,47,Pallet
Primary,X2-21-C-P01,No,Yes,99,No,No,108,Pallet
Primary,X2-21-D-P01,No,Yes,99,No,No,1724,Pallet
Primary,X2-21-D-P02,No,Yes,99,No,No,310,Pallet
Primary,X2-22-A-P01,Yes,Yes,99,No,No,50,Pallet
Primary,X2-22-A-P02,No,Yes,99,No,No,880,Pallet
Primary,X2-22-B-P01,No,Yes,99,No,No,52,Pallet
Primary,X2-22-B-P02,No,Yes,99,No,No,15,Pallet
Primary,X2-22-C-P01,No,Yes,99,No,No,108,Pallet
Primary,X2-22-C-P02,No,Yes,99,No,No,39,Pallet
Primary,X2-22-D-P01,No,Yes,99,No,No,1060,Pallet
Primary,X2-22-D-P02,No,Yes,99,No,No,18,Pallet
Primary,X2-23-A-P01,Yes,Yes,99,No,No,133,Pallet
Primary,X2-23-A-P02,Yes,Yes,99,No,No,20,Pallet
Primary,X2-23-B-P01,No,Yes,99,No,No,6,Pallet
Primary,X2-23-B-P02,No,Yes,99,No,No,22,Pallet
Primary,X2-23-C-P01,No,Yes,99,No,No,381,Pallet
Primary,X2-23-C-P02,No,Yes,99,No,No,4802,Pallet
Primary,X2-23-D-P01,No,Yes,99,No,No,3675,Pallet
Primary,X2-23-D-P02,No,Yes,99,No,No,3629,Pallet
Primary,X2-24-A-P01,Yes,Yes,99,No,No,590,Pallet
Primary,X2-24-A-P02,Yes,Yes,99,No,No,4,Pallet
Primary,X2-24-B-P01,No,Yes,99,No,No,211,Pallet
Primary,X2-24-B-P02,No,Yes,99,No,No,71,Pallet
Primary,X2-24-C-P01,No,Yes,99,No,No,11,Pallet
Primary,X2-24-C-P02,No,Yes,99,No,No,138,Pallet
Primary,X2-24-D-P01,No,Yes,99,No,No,18,Pallet
Primary,X2-24-D-P02,No,Yes,99,No,No,505,Pallet
Primary,X2-25-A-P01,Yes,Yes,99,No,No,208,Pallet
Primary,X2-25-A-P02,Yes,Yes,99,No,No,1281,Pallet
Primary,X2-25-B-P01,No,Yes,99,No,No,15,Pallet
Primary,X2-25-C-P01,No,Yes,99,No,No,611,Pallet
Primary,X2-25-C-P02,No,Yes,99,No,No,900,Pallet
Primary,X2-25-D-P01,No,Yes,99,No,No,18,Pallet
Primary,X2-25-D-P02,No,Yes,99,No,No,359,Pallet
Primary,X3-01-A-P01,Yes,Yes,99,No,No,405,Pallet
Primary,X3-01-A-P02,Yes,Yes,99,No,No,193,Pallet
Primary,X3-01-B-P01,No,Yes,99,No,No,11,Pallet
Primary,X3-01-B-P02,No,Yes,99,No,No,115,Pallet
Primary,X3-01-C-P01,No,Yes,99,No,No,542,Pallet
Primary,X3-01-C-P02,No,Yes,99,No,No,163,Pallet
Primary,X3-02-A-P01,Yes,Yes,99,No,No,526,Pallet
Primary,X3-02-A-P02,Yes,Yes,99,No,No,1329,Pallet
Primary,X3-02-B-P01,No,Yes,99,No,No,386,Pallet
Primary,X3-02-B-P02,No,Yes,99,No,No,237,Pallet
Primary,X3-02-C-P01,No,Yes,99,No,No,66,Pallet
Primary,X3-02-C-P02,No,Yes,99,No,No,18,Pallet
Primary,X3-03-A-P01,Yes,Yes,99,No,No,106,Pallet
Primary,X3-03-A-P02,Yes,Yes,99,No,No,291,Pallet
Primary,X3-03-B-P01,No,Yes,99,No,No,96,Pallet
Primary,X3-03-B-P02,No,Yes,99,No,No,272,Pallet
Primary,X3-03-C-P01,No,Yes,99,No,No,76,Pallet
Primary,X3-03-C-P02,No,Yes,99,No,No,88,Pallet
Primary,X3-04-A-P01,Yes,Yes,99,No,No,164,Pallet
Primary,X3-04-A-P02,Yes,Yes,99,No,No,151,Pallet
Primary,X3-04-B-P01,No,Yes,99,No,No,4025,Pallet
Primary,X3-04-B-P02,No,Yes,99,No,No,1380,Pallet
Primary,X3-04-C-P01,No,Yes,99,No,No,133,Pallet
Primary,X3-04-C-P02,No,Yes,99,No,No,3149,Pallet
Primary,X3-04-D-PO2,No,Yes,1,No,No,808,Pallet
Primary,X3-05-A-P02,Yes,Yes,99,No,No,636,Pallet
Primary,X3-05-B-P01,No,Yes,99,No,No,211,Pallet
Primary,X3-05-B-P02,No,Yes,99,No,No,749,Pallet
Primary,X3-05-C-P01,No,Yes,99,No,No,573,Pallet
Primary,X3-05-C-P02,No,Yes,99,No,No,75,Pallet
Primary,X3-06-A-P01,Yes,Yes,99,No,No,412,Pallet
Primary,X3-06-A-P02,Yes,Yes,99,No,No,37,Pallet
Primary,X3-06-B-P01,No,Yes,99,No,No,257,Pallet
Primary,X3-06-B-P02,No,Yes,99,No,No,461,Pallet
Primary,X3-06-C-P01,No,Yes,99,No,No,41,Pallet
Primary,X3-06-C-P02,No,Yes,99,No,No,20,Pallet
Primary,X3-07-A-P01,Yes,Yes,99,No,No,575,Pallet
Primary,X3-07-A-P02,Yes,Yes,99,No,No,363,Pallet
Primary,X3-07-B-P01,No,Yes,99,No,No,458,Pallet
Primary,X3-07-B-P02,No,Yes,99,No,No,1376,Pallet
Primary,X3-07-C-P01,No,Yes,99,No,No,25,Pallet
Primary,X3-07-C-P02,No,Yes,99,No,No,1059,Pallet
Primary,X3-08-A-P01,Yes,Yes,99,No,No,1312,Pallet
Primary,X3-08-A-P02,Yes,Yes,99,No,No,865,Pallet
Primary,X3-08-B-P02,No,Yes,99,No,No,23,Pallet
Primary,X3-08-C-P01,No,Yes,99,No,No,357,Pallet
Primary,X3-08-C-P02,No,Yes,99,No,No,2945,Pallet
Primary,X3-08-D-PO1,No,Yes,1,No,No,874,Pallet
Primary,X3-08-D-PO2,No,Yes,1,No,No,3043,Pallet
Primary,X3-09-A-P02,Yes,Yes,99,No,No,85,Pallet
Primary,X3-09-B-P01,Yes,Yes,99,No,No,473,Pallet
Primary,X3-09-B-P02,No,Yes,99,No,No,236,Pallet
Primary,X3-09-C-P01,No,Yes,99,No,No,372,Pallet
Primary,X3-09-C-P02,No,Yes,99,No,No,3,Pallet
Primary,X3-09-D-PO1,No,Yes,1,No,No,45,Pallet
Primary,X3-09-D-PO2,No,Yes,1,No,No,25,Pallet
Primary,X3-10-A-P01,Yes,Yes,99,No,No,55,Pallet
Primary,X3-10-A-P02,Yes,Yes,99,No,No,69,Pallet
Primary,X3-10-B-P01,No,Yes,99,No,No,12,Pallet
Primary,X3-10-B-P02,No,Yes,99,No,No,177,Pallet
Primary,X3-10-C-P01,No,Yes,99,No,No,2637,Pallet
Primary,X3-10-C-P02,No,Yes,99,No,No,932,Pallet
Primary,X3-10-D-PO1,No,Yes,1,No,No,26,Pallet
Primary,X3-11-A-P01,Yes,Yes,99,No,No,733,Pallet
Primary,X3-11-A-P02,Yes,Yes,99,No,No,80,Pallet
Primary,X3-11-B-P01,No,Yes,99,No,No,752,Pallet
Primary,X3-11-B-P02,No,Yes,99,No,No,287,Pallet
Primary,X3-11-C-P01,No,Yes,99,No,No,231,Pallet
Primary,X3-11-C-P02,No,Yes,99,No,No,320,Pallet
Primary,X3-11-D-PO1,No,Yes,1,No,No,716,Pallet
Primary,X3-11-D-PO2,No,Yes,1,No,No,42,Pallet
Primary,X3-12-A-P01,Yes,Yes,99,No,No,16,Pallet
Primary,X3-12-A-P02,Yes,Yes,99,No,No,224,Pallet
Primary,X3-12-B-P01,No,Yes,99,No,No,26,Pallet
Primary,X3-12-B-P02,No,Yes,99,No,No,17,Pallet
Primary,X3-12-C-P01,No,Yes,99,No,No,120,Pallet
Primary,X3-12-C-P02,No,Yes,99,No,No,217,Pallet
Primary,X3-12-D-PO1,No,Yes,1,No,No,43,Pallet
Primary,X3-12-D-PO2,No,Yes,1,No,No,42,Pallet
Primary,X3-13-A-P01,Yes,Yes,99,No,No,61,Pallet
Primary,X3-13-A-P02,Yes,Yes,99,No,No,80,Pallet
Primary,X3-13-B-P01,No,Yes,99,No,No,60,Pallet
Primary,X3-13-B-P02,No,Yes,99,No,No,70,Pallet
Primary,X3-13-C-P01,No,Yes,99,No,No,188,Pallet
Primary,X3-13-C-P02,No,Yes,99,No,No,175,Pallet
Primary,X3-13-D-PO1,No,Yes,1,No,No,40,Pallet
Primary,X3-13-D-PO2,No,Yes,1,No,No,328,Pallet
Primary,X3-14-A-P01,No,Yes,99,No,No,508,Pallet
Primary,X3-14-A-P02,No,Yes,99,No,No,206,Pallet
Primary,X3-14-B-P01,No,Yes,99,No,No,32,Pallet
Primary,X3-14-B-P02,No,Yes,99,No,No,63,Pallet
Primary,X3-14-C-P01,No,Yes,99,No,No,51,Pallet
Primary,X3-14-C-P02,No,Yes,99,No,No,16,Pallet
Primary,X3-14-D-PO1,No,Yes,1,No,No,50,Pallet
Primary,X3-14-D-PO2,No,Yes,1,No,No,88,Pallet
Primary,X3-15-A-P01,Yes,Yes,99,No,No,1599,Pallet
Primary,X3-15-A-P02,Yes,Yes,99,No,No,2868,Pallet
Primary,X3-15-B-P01,No,Yes,99,No,No,8,Pallet
Primary,X3-15-B-P02,No,Yes,99,No,No,47,Pallet
Primary,X3-15-C-P01,No,Yes,99,No,No,420,Pallet
Primary,X3-15-C-P02,No,Yes,99,No,No,290,Pallet
Primary,X3-15-D-PO1,No,Yes,1,No,No,504,Pallet
Primary,X3-15-D-PO2,No,Yes,1,No,No,613,Pallet
Primary,X3-16-A-P01,Yes,Yes,99,No,No,1338,Pallet
Primary,X3-16-A-P02,Yes,Yes,99,No,No,80,Pallet
Primary,X3-16-B-P01,No,Yes,99,No,No,113,Pallet
Primary,X3-16-B-P02,No,Yes,99,No,No,766,Pallet
Primary,X3-16-C-P01,No,Yes,99,No,No,189,Pallet
Primary,X3-16-D-PO1,No,Yes,1,No,No,41,Pallet
Primary,X3-16-D-PO2,No,Yes,1,No,No,1,Pallet
Primary,X3-17-A-P01,Yes,Yes,99,No,No,491,Pallet
Primary,X3-17-A-P02,Yes,Yes,99,No,No,409,Pallet
Primary,X3-17-B-P01,No,Yes,99,No,No,1363,Pallet
Primary,X3-17-C-P01,No,Yes,99,No,No,258,Pallet
Primary,X3-17-C-P02,No,Yes,99,No,No,53,Pallet
Primary,X3-17-D-PO1,No,Yes,1,No,No,1,Pallet
Primary,X3-17-D-PO2,No,Yes,1,No,No,504,Pallet
Primary,X3-18-A-P01,Yes,Yes,99,No,No,496,Pallet
Primary,X3-18-B-P01,No,Yes,99,No,No,12,Pallet
Primary,X3-18-B-P02,No,Yes,99,No,No,360,Pallet
